cod_item,periodo,mao_de_obra,materia_prima,gasto_geral
194,04/2021,296.6,1346.42,283.78
194,05/2021,320.44,969.14,198.04
194,06/2021,359.4,1018.29,455.18
194,07/2021,341.36,1392.0,207.74
194,08/2021,432.37,236.6,141.01
194,09/2021,297.0,844.09,339.57
194,10/2021,202.78,123.69,288.95
194,11/2021,866.07,747.39,458.52
194,12/2021,732.68,247.13,190.91
194,01/2022,240.01,1132.73,216.97
194,02/2022,236.44,890.21,428.22
194,03/2022,674.6,494.5,493.94
194,04/2022,506.74,1267.57,278.65
194,05/2022,386.79,985.33,196.75
194,06/2022,237.47,18.72,379.83
194,07/2022,490.59,1091.62,441.69
194,08/2022,640.78,504.29,284.86
194,09/2022,947.21,113.91,265.74
194,10/2022,17.04,830.63,341.76
194,11/2022,704.2,345.99,276.57
194,12/2022,766.97,102.24,496.99
194,01/2023,768.61,110.31,13.74
194,02/2023,205.78,263.34,269.18
194,03/2023,356.07,429.16,253.88
194,04/2023,876.51,249.31,109.02
194,05/2023,142.76,1014.62,314.5
194,06/2023,103.96,689.81,338.02
194,07/2023,798.73,1376.07,129.85
195,01/2021,59.53,1276.18,442.9
195,02/2021,41.41,132.65,431.36
195,03/2021,24.58,1353.05,448.23
195,04/2021,86.73,512.0,138.96
195,05/2021,837.87,1311.05,299.3
195,06/2021,880.78,1015.3,267.28
195,07/2021,363.62,746.65,295.76
195,08/2021,919.45,891.45,194.02
195,09/2021,212.09,403.59,381.56
195,10/2021,797.81,1011.4,420.54
195,11/2021,174.83,860.75,157.34
195,12/2021,509.86,1070.28,468.83
195,01/2022,342.85,644.19,265.11
195,02/2022,255.78,12.87,366.92
195,03/2022,238.63,899.15,433.13
195,04/2022,880.7,659.3,156.39
195,05/2022,868.8,932.25,305.91
195,06/2022,531.86,823.78,358.35
195,07/2022,57.51,1256.84,445.04
195,08/2022,13.84,1480.57,46.79
195,09/2022,82.72,19.63,102.53
195,10/2022,155.34,85.15,346.72
195,11/2022,254.68,1050.61,298.55
195,12/2022,297.83,997.54,115.31
195,01/2023,795.38,395.79,374.08
195,02/2023,358.19,18.73,285.92
195,03/2023,380.19,236.92,357.12
195,04/2023,138.68,1387.05,166.25
195,05/2023,631.37,16.99,297.14
195,06/2023,575.36,1286.93,455.33
195,07/2023,199.0,835.58,390.98
196,01/2021,455.84,453.01,32.46
196,02/2021,420.33,1452.27,432.29
196,03/2021,965.78,1236.12,96.5
196,04/2021,33.6,526.82,495.52
196,05/2021,669.57,1117.03,394.73
196,06/2021,956.66,1148.6,77.73
196,07/2021,864.98,926.02,92.41
196,08/2021,810.36,1273.65,40.57
196,09/2021,37.66,1212.46,412.87
196,10/2021,658.92,1259.81,33.83
196,11/2021,715.94,676.69,353.56
196,12/2021,668.88,936.55,273.85
196,01/2022,412.73,508.58,268.92
196,02/2022,335.34,75.52,379.65
196,03/2022,589.68,656.94,89.16
196,04/2022,975.69,1361.73,320.22
196,05/2022,390.89,503.97,156.47
196,06/2022,283.14,1204.22,154.16
196,07/2022,866.18,1495.19,55.91
196,08/2022,112.17,746.64,380.6
196,09/2022,466.33,392.97,285.59
196,10/2022,700.94,1237.75,133.7
196,11/2022,597.74,442.73,405.64
196,12/2022,164.8,1317.37,124.29
196,01/2023,616.51,1487.59,438.75
196,02/2023,978.01,229.08,136.52
196,03/2023,312.48,629.55,355.52
196,04/2023,447.78,1489.97,219.4
196,05/2023,351.89,149.91,360.31
196,06/2023,713.11,495.1,246.53
196,07/2023,282.61,1406.93,150.86
197,01/2021,672.32,693.66,473.43
197,02/2021,316.63,252.76,284.54
197,03/2021,485.49,1412.17,439.81
197,04/2021,725.97,428.4,119.41
197,05/2021,990.09,625.97,134.87
197,06/2021,712.24,32.71,233.65
197,07/2021,9.74,1332.53,212.0
197,08/2021,49.41,1276.62,197.05
197,09/2021,949.82,752.18,32.55
197,10/2021,897.19,1037.72,357.4
197,11/2021,711.14,1490.79,325.25
197,12/2021,361.97,819.65,301.08
197,01/2022,706.39,345.99,27.77
197,02/2022,388.9,1317.62,118.48
197,03/2022,718.65,1212.49,315.21
197,04/2022,771.32,747.61,355.27
197,05/2022,397.9,913.28,271.25
197,06/2022,685.18,1356.42,319.49
197,07/2022,663.11,4.46,238.14
197,08/2022,568.67,317.87,469.36
197,09/2022,971.09,169.11,157.41
197,10/2022,825.74,945.69,406.43
197,11/2022,14.53,53.71,256.66
197,12/2022,262.7,427.51,222.91
197,01/2023,220.5,135.86,383.83
197,02/2023,91.19,1115.88,209.43
197,03/2023,381.54,772.31,344.49
197,04/2023,925.35,293.62,453.07
197,05/2023,665.1,894.65,167.97
197,06/2023,808.55,361.9,327.22
197,07/2023,208.42,1134.79,74.88
198,01/2021,985.46,163.0,92.55
198,02/2021,664.75,37.15,237.98
198,03/2021,985.43,1380.59,477.36
198,04/2021,826.29,577.63,414.23
198,05/2021,189.36,1130.2,472.39
198,06/2021,755.72,1257.76,428.92
198,07/2021,747.98,1386.88,93.79
198,08/2021,557.4,776.76,206.1
198,09/2021,81.88,1003.11,390.97
198,10/2021,477.62,323.87,463.28
198,11/2021,251.37,771.69,472.51
198,12/2021,906.73,1430.99,114.93
198,01/2022,481.32,51.03,283.45
198,02/2022,652.93,684.8,51.8
198,03/2022,753.58,921.58,116.84
198,04/2022,973.28,683.56,406.33
198,05/2022,332.61,999.2,473.73
198,06/2022,177.46,505.15,477.92
198,07/2022,403.36,1249.73,387.32
198,08/2022,724.52,584.08,61.05
198,09/2022,489.13,825.05,113.9
198,10/2022,950.53,133.95,88.28
198,11/2022,578.93,811.56,16.19
198,12/2022,135.55,128.8,448.81
198,01/2023,514.07,1475.56,253.25
198,02/2023,668.7,501.15,390.38
198,03/2023,190.35,1019.21,383.36
198,04/2023,478.06,499.54,95.75
198,05/2023,340.84,1068.65,215.12
198,06/2023,55.81,216.57,69.17
198,07/2023,292.02,489.83,344.3
199,01/2021,796.52,23.86,122.78
199,02/2021,994.13,895.07,252.92
199,03/2021,984.92,240.31,135.02
199,04/2021,696.66,1162.17,306.47
199,05/2021,121.13,594.12,235.59
199,06/2021,800.95,942.92,315.14
199,07/2021,476.77,40.48,381.86
199,08/2021,20.1,406.68,67.23
199,09/2021,645.89,1325.99,197.19
199,10/2021,506.49,286.83,338.33
199,11/2021,176.1,288.0,473.52
199,12/2021,673.53,1225.02,35.06
199,01/2022,941.11,727.26,488.91
199,02/2022,810.96,1138.5,479.38
199,03/2022,163.27,274.08,38.88
199,04/2022,452.38,752.87,465.15
199,05/2022,886.34,897.7,178.6
199,06/2022,316.71,36.87,478.62
199,07/2022,723.25,1012.72,288.48
199,08/2022,439.48,1350.93,261.74
199,09/2022,996.75,963.32,7.04
199,10/2022,231.98,1490.7,117.93
199,11/2022,298.91,331.18,460.9
199,12/2022,79.0,826.03,323.97
199,01/2023,405.09,1225.62,127.17
199,02/2023,679.91,545.89,312.75
199,03/2023,506.37,1267.93,263.01
199,04/2023,402.08,621.21,377.51
199,05/2023,447.2,378.59,430.06
199,06/2023,574.95,1330.05,269.23
199,07/2023,12.51,1.34,419.52
200,01/2021,694.82,860.62,376.22
200,02/2021,890.53,1285.08,321.73
200,03/2021,744.22,1478.95,449.41
200,04/2021,581.28,8.13,309.01
200,05/2021,463.06,826.16,348.06
200,06/2021,280.57,240.9,372.14
200,07/2021,46.96,152.98,227.17
200,08/2021,910.93,980.99,164.18
200,09/2021,567.2,701.76,154.89
200,10/2021,467.55,531.09,32.45
200,11/2021,195.09,881.47,246.79
200,12/2021,745.3,926.06,309.8
200,01/2022,577.11,1270.38,493.27
200,02/2022,662.86,442.58,370.06
200,03/2022,128.39,747.58,319.43
200,04/2022,758.47,597.97,190.88
200,05/2022,44.74,1461.03,342.45
200,06/2022,488.86,151.5,475.67
200,07/2022,688.73,460.9,340.24
200,08/2022,449.54,676.04,434.01
200,09/2022,786.99,1265.25,265.6
200,10/2022,654.12,129.59,290.05
200,11/2022,67.68,1222.31,19.85
200,12/2022,420.5,1022.98,326.23
200,01/2023,440.24,77.11,115.27
200,02/2023,471.03,82.97,340.65
200,03/2023,864.84,880.59,25.0
200,04/2023,99.75,810.94,284.02
200,05/2023,877.49,927.28,347.25
200,06/2023,783.86,52.07,261.6
200,07/2023,374.05,1203.7,440.92
201,01/2021,764.38,490.21,409.8
201,02/2021,139.35,509.11,14.19
201,03/2021,664.18,123.3,411.78
201,04/2021,978.87,259.94,279.86
201,05/2021,658.77,1104.21,326.54
201,06/2021,928.38,1314.65,373.12
201,07/2021,74.95,1221.01,440.12
201,08/2021,923.62,515.19,235.65
201,09/2021,882.07,749.59,39.46
201,10/2021,324.15,139.75,224.35
201,11/2021,628.51,861.72,86.4
201,12/2021,673.67,243.81,175.32
201,01/2022,80.43,265.89,100.29
201,02/2022,615.89,353.13,88.67
201,03/2022,350.58,1198.8,473.72
201,04/2022,471.14,362.11,180.75
201,05/2022,749.48,494.53,367.69
201,06/2022,741.39,1352.89,213.89
201,07/2022,308.39,103.11,141.32
201,08/2022,879.04,1219.56,178.19
201,09/2022,141.56,268.34,255.96
201,10/2022,335.01,1001.16,388.89
201,11/2022,173.51,456.51,418.23
201,12/2022,487.96,983.73,134.86
201,01/2023,896.93,970.65,435.85
201,02/2023,761.52,1412.81,244.6
201,03/2023,257.92,351.75,388.76
201,04/2023,762.39,591.95,486.97
201,05/2023,762.53,309.14,278.88
201,06/2023,468.43,476.68,326.55
201,07/2023,103.15,406.06,280.67
